"session","temp","crt","mathreported","mathcorrect","mathmistakes","wordstotalreported","wordstotalcorrect","wordsmistakes","repeats","word2","word3","word4","word5","word6","word7","word8","word9","male","age","majorecon","nativegerman","enjoymath","enjoywords","strongme","cool","normal","warm","hot","month"
9,31.5,2,27,24,3,18,18,0,0,1,0,6,6,5,0,0,0,0,24,0,1,10,10,8,0,0,0,1,9
9,31.5,1,6,4,2,16,16,0,0,3,5,5,2,1,0,0,0,0,22,0,0,2,8,5,0,0,0,1,9
9,31.5,3,12,9,3,27,27,0,0,2,13,7,5,0,0,0,0,0,19,1,0,5,9,8,0,0,0,1,9
9,31.5,3,21,20,1,52,47,4,1,2,11,13,17,4,0,0,0,1,27,0,1,8,10,3,0,0,0,1,9
9,31.5,3,20,17,3,38,37,1,0,0,10,10,9,7,1,0,0,1,29,0,1,9,8,5,0,0,0,1,9
9,31.5,2,13,10,3,36,34,2,0,2,10,15,5,0,1,1,0,0,20,0,1,8,10,6,0,0,0,1,9
9,31.5,3,16,16,0,19,19,0,0,3,1,6,5,1,2,1,0,1,21,0,1,7,10,9,0,0,0,1,9
9,31.5,1,9,7,2,14,14,0,0,0,5,5,3,1,0,0,0,1,31,0,1,6,8,8,0,0,0,1,9
9,31.5,3,32,0,32,12,11,1,0,0,0,7,3,1,0,0,0,1,20,0,1,10,8,10,0,0,0,1,9
9,31.5,2,15,15,0,16,15,1,0,0,4,9,0,2,0,0,0,0,25,0,1,7,3,3,0,0,0,1,9
9,31.5,1,14,6,8,38,36,0,2,3,13,16,3,1,0,0,0,0,43,1,1,8,8,4,0,0,0,1,9
9,31.5,3,17,15,2,23,23,0,0,2,11,7,2,1,0,0,0,0,21,0,1,9,10,8,0,0,0,1,9
9,31.5,3,13,13,0,12,12,0,0,0,0,7,5,0,0,0,0,1,22,1,1,9,3,4,0,0,0,1,9
9,31.5,3,7,7,0,25,17,7,1,2,6,5,4,0,0,0,0,0,26,0,1,10,10,5,0,0,0,1,9
9,31.5,3,11,11,0,21,20,1,0,1,8,5,4,1,0,1,0,1,28,1,1,8,6,10,0,0,0,1,9
9,31.5,1,19,14,5,38,35,3,0,1,12,16,3,3,0,0,0,0,27,0,1,5,7,6,0,0,0,1,9
9,31.5,3,16,15,1,27,25,2,0,1,8,13,1,2,0,0,0,0,23,1,1,7,8,6,0,0,0,1,9
9,31.5,2,7,7,0,6,6,0,0,1,1,3,0,0,1,0,0,1,20,1,1,8,7,9,0,0,0,1,9
9,31.5,2,4,4,0,6,6,0,0,0,0,3,2,0,1,0,0,1,42,0,1,1,2,5,0,0,0,1,9
9,31.5,2,12,12,0,20,20,0,0,0,5,8,5,2,0,0,0,0,21,0,1,4,6,8,0,0,0,1,9
9,31.5,3,13,13,0,29,25,4,0,4,8,12,1,0,0,0,0,1,22,0,1,7,4,8,0,0,0,1,9
10,30.2999992370605,3,13,12,1,26,26,0,0,2,8,13,2,1,0,0,0,0,25,1,1,4,6,7,0,0,0,1,9
10,30.2999992370605,3,17,14,3,22,22,0,0,1,5,12,2,2,0,0,0,0,26,1,1,8,10,7,0,0,0,1,9
10,30.2999992370605,0,6,1,5,11,11,0,0,0,2,5,1,3,0,0,0,0,30,0,0,1,8,9,0,0,0,1,9
10,30.2999992370605,3,7,7,0,24,24,0,0,1,11,5,7,0,0,0,0,1,22,0,1,3,6,5,0,0,0,1,9
10,30.2999992370605,3,16,12,4,18,17,1,0,0,0,5,5,4,2,1,0,0,24,1,1,10,10,9,0,0,0,1,9
10,30.2999992370605,3,19,16,3,27,27,0,0,0,2,13,7,4,1,0,0,0,23,1,1,8,8,10,0,0,0,1,9
10,30.2999992370605,3,12,10,2,18,18,0,0,1,4,9,2,2,0,0,0,0,27,0,1,7,7,4,0,0,0,1,9
10,30.2999992370605,3,29,26,3,18,18,0,0,0,5,4,6,2,1,0,0,1,26,0,0,10,8,8,0,0,0,1,9
10,30.2999992370605,3,10,10,0,12,12,0,0,1,7,2,0,2,0,0,0,0,24,1,0,9,8,8,0,0,0,1,9
10,30.2999992370605,2,4,3,1,13,12,1,0,3,3,3,2,1,0,0,0,1,23,0,0,7,8,10,0,0,0,1,9
10,30.2999992370605,3,21,21,0,33,33,0,0,0,9,12,8,4,0,0,0,1,21,1,1,10,10,8,0,0,0,1,9
10,30.2999992370605,2,16,13,3,19,19,0,0,0,5,7,5,2,0,0,0,1,20,1,1,8,10,10,0,0,0,1,9
10,30.2999992370605,2,16,11,5,23,23,0,0,0,5,12,3,3,0,0,0,1,24,1,0,9,8,7,0,0,0,1,9
10,30.2999992370605,1,12,7,5,15,15,0,0,2,7,4,0,2,0,0,0,1,22,0,1,6,6,10,0,0,0,1,9
10,30.2999992370605,3,15,10,5,24,24,0,0,1,3,10,8,2,0,0,0,1,22,0,1,6,9,9,0,0,0,1,9
10,30.2999992370605,3,9,8,1,24,22,1,1,0,8,8,4,1,0,1,0,1,30,0,1,8,9,3,0,0,0,1,9
10,30.2999992370605,3,16,13,3,31,31,0,0,2,8,12,4,4,1,0,0,1,23,0,1,6,8,7,0,0,0,1,9
10,30.2999992370605,3,13,12,1,33,33,0,0,0,9,12,6,6,0,0,0,0,27,1,1,7,8,10,0,0,0,1,9
10,30.2999992370605,0,12,10,2,20,20,0,0,0,10,5,3,2,0,0,0,0,33,1,1,3,8,5,0,0,0,1,9
10,30.2999992370605,3,9,9,0,14,14,0,0,0,2,9,3,0,0,0,0,1,28,1,0,10,6,9,0,0,0,1,9
10,30.2999992370605,3,7,4,3,13,12,1,0,1,4,2,1,3,0,1,0,0,38,0,1,7,8,10,0,0,0,1,9
10,30.2999992370605,0,14,11,3,24,24,0,0,1,7,9,4,3,0,0,0,1,29,0,1,2,9,8,0,0,0,1,9
10,30.2999992370605,3,23,22,1,42,42,0,0,1,5,4,4,15,10,3,0,1,20,1,1,10,10,8,0,0,0,1,9
11,31.6700000762939,3,7,5,2,25,25,0,0,2,9,9,4,1,0,0,0,1,27,1,1,7,4,9,0,0,0,1,9
11,31.6700000762939,1,17,14,3,22,22,0,0,1,5,10,3,3,0,0,0,0,25,0,1,7,5,10,0,0,0,1,9
11,31.6700000762939,0,6,6,0,17,17,0,0,4,4,4,3,1,1,0,0,1,19,1,0,4,10,8,0,0,0,1,9
11,31.6700000762939,3,12,10,2,14,11,3,0,1,4,4,2,0,0,0,0,1,33,0,1,5,4,5,0,0,0,1,9
11,31.6700000762939,3,11,3,8,22,22,0,0,1,6,9,5,1,0,0,0,0,28,0,1,5,8,8,0,0,0,1,9
11,31.6700000762939,1,7,5,2,19,19,0,0,0,2,7,7,1,2,0,0,0,29,1,1,5,8,10,0,0,0,1,9
11,31.6700000762939,2,26,22,4,23,22,1,0,0,4,10,4,4,0,0,0,1,19,1,0,8,6,8,0,0,0,1,9
11,31.6700000762939,0,13,10,3,32,32,0,0,0,7,19,3,3,0,0,0,1,27,0,1,6,7,2,0,0,0,1,9
11,31.6700000762939,0,12,12,0,19,19,0,0,1,5,5,3,5,0,0,0,0,21,1,1,8,10,10,0,0,0,1,9
11,31.6700000762939,3,20,19,1,39,38,1,0,4,21,9,3,1,0,0,0,0,28,1,1,7,7,8,0,0,0,1,9
11,31.6700000762939,3,15,14,1,15,15,0,0,0,6,5,2,2,0,0,0,0,21,1,0,5,8,7,0,0,0,1,9
11,31.6700000762939,2,6,4,2,17,17,0,0,3,5,5,2,2,0,0,0,1,25,0,0,7,9,9,0,0,0,1,9
11,31.6700000762939,3,7,7,0,10,10,0,0,2,2,4,0,2,0,0,0,1,19,0,0,7,4,8,0,0,0,1,9
11,31.6700000762939,0,10,10,0,18,18,0,0,0,3,7,3,5,0,0,0,0,20,1,0,10,10,10,0,0,0,1,9
11,31.6700000762939,3,29,28,1,31,30,0,1,0,9,11,6,3,1,0,0,1,26,0,1,10,10,2,0,0,0,1,9
11,31.6700000762939,3,23,22,1,18,18,0,0,2,5,9,1,1,0,0,0,1,19,1,1,6,8,2,0,0,0,1,9
11,31.6700000762939,3,5,5,0,16,16,0,0,0,3,11,1,1,0,0,0,1,27,1,1,2,10,10,0,0,0,1,9
11,31.6700000762939,3,32,24,8,42,42,0,0,0,15,13,11,3,0,0,0,1,26,0,1,8,9,6,0,0,0,1,9
11,31.6700000762939,3,13,9,4,26,25,1,0,1,2,7,5,9,1,0,0,0,29,1,1,7,6,9,0,0,0,1,9
11,31.6700000762939,3,5,0,5,18,18,0,0,2,3,7,4,2,0,0,0,1,23,0,1,1,8,7,0,0,0,1,9
11,31.6700000762939,2,7,6,1,17,15,2,0,3,8,3,0,1,0,0,0,0,22,0,0,2,4,8,0,0,0,1,9
11,31.6700000762939,3,13,12,1,18,17,1,0,0,7,6,2,1,0,1,0,1,24,1,1,5,7,8,0,0,0,1,9
11,31.6700000762939,2,7,5,2,22,22,0,0,0,11,5,2,4,0,0,0,1,26,0,0,4,8,4,0,0,0,1,9
11,31.6700000762939,2,10,6,4,13,13,0,0,2,4,5,2,0,0,0,0,0,31,0,0,9,9,8,0,0,0,1,9
12,32.5699996948242,3,13,12,1,24,24,0,0,1,6,10,6,1,0,0,0,0,24,0,1,9,7,6,0,0,0,1,9
12,32.5699996948242,2,13,9,4,16,15,1,0,1,3,7,3,1,0,0,0,1,22,0,1,5,5,5,0,0,0,1,9
12,32.5699996948242,2,11,9,2,15,15,0,0,0,4,4,6,0,1,0,0,0,26,0,1,1,7,3,0,0,0,1,9
12,32.5699996948242,3,13,12,1,28,28,0,0,2,10,12,4,0,0,0,0,1,37,0,1,5,4,5,0,0,0,1,9
12,32.5699996948242,2,10,6,4,23,23,0,0,0,3,7,9,4,0,0,0,0,27,0,1,1,8,5,0,0,0,1,9
12,32.5699996948242,3,8,7,1,24,24,0,0,0,8,11,5,0,0,0,0,1,20,1,1,5,10,7,0,0,0,1,9
12,32.5699996948242,2,19,17,2,34,34,0,0,1,3,14,6,7,3,0,0,0,31,0,1,7,10,7,0,0,0,1,9
12,32.5699996948242,2,16,15,1,32,31,1,0,0,2,12,11,5,0,1,0,0,26,0,1,8,10,8,0,0,0,1,9
12,32.5699996948242,1,5,5,0,24,24,0,0,2,11,9,0,2,0,0,0,1,28,0,1,1,3,9,0,0,0,1,9
12,32.5699996948242,3,15,9,6,46,46,0,0,3,13,18,9,3,0,0,0,0,22,0,1,2,10,10,0,0,0,1,9
12,32.5699996948242,3,6,5,1,27,27,0,0,1,9,9,6,2,0,0,0,0,27,0,1,1,8,8,0,0,0,1,9
12,32.5699996948242,0,12,11,2,19,19,0,0,1,7,9,1,1,0,0,0,0,23,1,1,3,8,8,0,0,0,1,9
12,32.5699996948242,1,11,10,1,15,15,0,0,0,4,7,3,1,0,0,0,0,31,0,1,2,2,8,0,0,0,1,9
12,32.5699996948242,3,29,25,4,33,33,0,0,0,5,25,3,0,0,0,0,1,22,0,1,7,8,10,0,0,0,1,9
13,17.1000003814697,0,16,13,3,17,16,0,1,1,4,7,4,0,0,0,0,1,43,1,1,10,10,10,1,0,0,0,11
13,17.1000003814697,3,24,23,1,34,34,0,0,6,9,10,6,3,0,0,0,1,19,1,1,7,10,9,1,0,0,0,11
13,17.1000003814697,3,15,13,2,23,23,0,0,3,10,9,0,1,0,0,0,1,21,1,1,10,8,8,1,0,0,0,11
13,17.1000003814697,3,15,13,2,32,32,0,0,1,17,7,5,2,0,0,0,1,25,1,1,7,4,7,1,0,0,0,11
13,17.1000003814697,1,18,14,4,25,25,0,0,2,4,12,4,3,0,0,0,0,27,0,1,3,9,8,1,0,0,0,11
13,17.1000003814697,0,7,5,2,16,15,1,0,2,5,6,1,1,0,0,0,0,26,0,0,9,10,10,1,0,0,0,11
13,17.1000003814697,1,10,10,0,23,23,0,0,1,2,7,8,5,0,0,0,0,26,0,1,8,10,2,1,0,0,0,11
13,17.1000003814697,3,6,6,0,29,29,0,0,4,11,12,1,1,0,0,0,0,31,0,1,1,8,2,1,0,0,0,11
13,17.1000003814697,3,8,8,0,11,11,0,0,0,2,2,4,3,0,0,0,1,30,1,1,8,8,8,1,0,0,0,11
13,17.1000003814697,1,17,13,4,26,26,0,0,3,4,9,8,1,1,0,0,1,26,1,0,5,8,7,1,0,0,0,11
13,17.1000003814697,3,11,8,3,16,16,0,0,0,9,5,2,0,0,0,0,1,25,1,1,1,1,3,1,0,0,0,11
13,17.1000003814697,0,9,9,0,24,24,0,0,1,4,10,6,2,0,1,0,1,23,0,1,2,8,7,1,0,0,0,11
13,17.1000003814697,1,5,4,1,22,21,1,0,1,9,6,5,0,0,0,0,1,26,1,1,3,8,9,1,0,0,0,11
13,17.1000003814697,3,18,16,2,25,25,0,0,2,8,4,5,6,0,0,0,1,28,0,0,2,3,7,1,0,0,0,11
13,17.1000003814697,3,9,6,3,28,28,0,0,1,7,10,4,6,0,0,0,0,23,1,1,7,4,10,1,0,0,0,11
13,17.1000003814697,3,5,2,3,17,17,0,0,3,9,4,1,0,0,0,0,1,21,1,1,3,6,6,1,0,0,0,11
13,17.1000003814697,3,22,20,2,26,26,0,0,1,8,12,4,1,0,0,0,1,22,0,1,10,10,4,1,0,0,0,11
13,17.1000003814697,3,10,7,3,16,16,0,0,1,5,4,4,2,0,0,0,1,20,0,1,2,7,5,1,0,0,0,11
13,17.1000003814697,1,38,29,9,11,11,0,0,0,2,8,1,0,0,0,0,1,26,0,1,8,7,8,1,0,0,0,11
13,17.1000003814697,2,6,5,1,26,26,0,0,1,11,10,3,1,0,0,0,0,20,1,1,2,4,9,1,0,0,0,11
13,17.1000003814697,0,8,4,4,21,20,1,0,0,3,11,5,0,0,1,0,1,30,1,1,1,8,5,1,0,0,0,11
13,17.1000003814697,2,18,18,0,23,23,0,0,2,11,6,1,3,0,0,0,1,18,0,0,8,8,8,1,0,0,0,11
13,17.1000003814697,2,9,9,0,13,13,0,0,4,1,5,2,1,0,0,0,1,20,0,1,6,2,7,1,0,0,0,11
13,17.1000003814697,1,16,13,3,25,25,0,0,1,7,12,5,0,0,0,0,0,25,1,1,5,10,10,1,0,0,0,11
13,17.1000003814697,3,13,12,1,20,20,0,0,2,7,6,1,4,0,0,0,0,19,0,0,10,9,10,1,0,0,0,11
14,27.7900009155273,3,19,16,3,24,24,0,0,2,10,8,4,0,0,0,0,1,23,0,1,4,8,6,0,0,1,0,11
14,27.7900009155273,3,12,7,5,14,14,0,0,0,4,5,3,2,0,0,0,1,26,1,1,2,2,7,0,0,1,0,11
14,27.7900009155273,2,11,8,3,16,16,0,0,1,2,9,1,2,0,1,0,1,24,1,1,5,8,7,0,0,1,0,11
14,27.7900009155273,1,22,21,1,23,23,0,0,1,8,9,0,5,0,0,0,1,20,1,1,8,8,9,0,0,1,0,11
14,27.7900009155273,3,21,17,4,13,13,0,0,0,8,3,1,0,1,0,0,0,25,1,0,10,8,10,0,0,1,0,11
14,27.7900009155273,2,10,9,1,12,12,0,0,3,5,3,1,0,0,0,0,1,28,1,1,7,5,8,0,0,1,0,11
14,27.7900009155273,2,30,18,12,22,22,0,0,4,10,5,3,0,0,0,0,1,20,1,1,2,2,9,0,0,1,0,11
14,27.7900009155273,3,19,19,0,11,11,0,0,1,0,4,5,1,0,0,0,1,19,0,1,8,7,8,0,0,1,0,11
14,27.7900009155273,2,18,16,2,40,40,0,0,1,11,16,7,5,0,0,0,0,22,0,1,9,10,7,0,0,1,0,11
14,27.7900009155273,3,6,5,1,18,18,0,0,2,7,5,3,1,0,0,0,1,18,1,1,2,9,9,0,0,1,0,11
14,27.7900009155273,1,7,6,1,10,10,0,0,1,2,4,3,0,0,0,0,0,22,1,0,4,7,7,0,0,1,0,11
14,27.7900009155273,1,9,6,3,21,21,0,0,0,5,7,6,3,0,0,0,1,24,1,1,3,8,8,0,0,1,0,11
14,27.7900009155273,3,11,10,1,32,32,0,0,0,1,20,9,2,0,0,0,0,34,0,1,2,3,4,0,0,1,0,11
14,27.7900009155273,1,12,11,1,21,21,0,0,0,8,9,2,2,0,0,0,1,35,0,1,4,8,8,0,0,1,0,11
14,27.7900009155273,3,16,15,1,29,29,0,0,2,8,13,1,5,0,0,0,0,19,1,1,9,9,7,0,0,1,0,11
14,27.7900009155273,2,7,6,1,27,27,0,0,5,10,9,3,0,0,0,0,1,29,0,1,2,5,7,0,0,1,0,11
14,27.7900009155273,3,17,15,2,5,4,1,0,1,0,0,2,1,0,0,0,1,26,1,0,8,7,9,0,0,1,0,11
14,27.7900009155273,2,11,9,2,10,10,0,0,0,2,3,4,1,0,0,0,0,23,0,0,10,7,8,0,0,1,0,11
14,27.7900009155273,2,22,20,2,17,17,0,0,1,1,9,3,2,0,1,0,1,18,1,1,8,7,6,0,0,1,0,11
14,27.7900009155273,0,11,8,3,22,22,0,0,0,5,7,9,1,0,0,0,0,21,0,1,5,8,7,0,0,1,0,11
14,27.7900009155273,3,14,11,3,20,20,0,0,0,2,7,6,4,1,0,0,0,20,0,1,8,9,7,0,0,1,0,11
14,27.7900009155273,3,15,15,0,25,25,0,0,1,6,12,4,2,0,0,0,0,19,1,1,9,9,5,0,0,1,0,11
14,27.7900009155273,3,6,6,0,15,15,0,0,1,4,5,3,2,0,0,0,1,27,0,1,2,8,4,0,0,1,0,11
15,28.2600002288818,3,12,10,2,19,19,0,0,1,3,7,3,3,2,0,0,1,19,1,1,4,10,10,0,0,1,0,11
15,28.2600002288818,2,9,7,2,17,17,0,0,0,6,8,2,1,0,0,0,0,29,0,1,6,7,9,0,0,1,0,11
15,28.2600002288818,2,5,3,2,11,11,0,0,1,4,5,1,0,0,0,0,1,18,0,1,8,6,8,0,0,1,0,11
15,28.2600002288818,3,9,7,2,19,18,1,0,1,4,9,1,3,0,0,0,1,19,0,0,7,10,7,0,0,1,0,11
15,28.2600002288818,1,15,11,4,26,26,0,0,1,3,9,6,6,1,0,0,1,21,0,1,9,9,9,0,0,1,0,11
15,28.2600002288818,2,4,1,3,10,10,0,0,0,5,5,0,0,0,0,0,1,17,0,1,2,5,9,0,0,1,0,11
15,28.2600002288818,1,11,8,3,23,23,0,0,0,4,14,3,2,0,0,0,1,18,0,1,8,8,10,0,0,1,0,11
15,28.2600002288818,1,6,5,1,15,15,0,0,1,4,6,2,2,0,0,0,1,24,1,1,1,4,10,0,0,1,0,11
15,28.2600002288818,2,11,5,6,18,18,0,0,1,5,10,2,0,0,0,0,1,23,0,1,9,10,10,0,0,1,0,11
15,28.2600002288818,3,12,10,2,39,39,0,0,2,10,11,11,5,0,0,0,1,27,0,1,10,9,8,0,0,1,0,11
15,28.2600002288818,1,12,12,0,8,8,0,0,0,3,4,0,1,0,0,0,0,30,0,0,2,5,8,0,0,1,0,11
15,28.2600002288818,0,13,11,2,22,21,1,0,1,3,9,5,3,0,0,0,0,19,0,0,10,10,10,0,0,1,0,11
15,28.2600002288818,3,19,18,1,24,24,0,0,0,10,6,4,3,1,0,0,1,27,0,1,9,7,6,0,0,1,0,11
15,28.2600002288818,2,7,6,1,11,11,0,0,1,2,5,1,1,1,0,0,1,28,0,1,3,3,10,0,0,1,0,11
15,28.2600002288818,3,6,4,2,18,16,2,0,0,0,8,4,2,0,2,0,1,19,1,1,1,8,4,0,0,1,0,11
15,28.2600002288818,3,10,8,2,20,20,0,0,1,2,8,5,4,0,0,0,1,24,1,1,3,9,7,0,0,1,0,11
15,28.2600002288818,3,8,6,2,13,13,0,0,0,3,5,3,2,0,0,0,1,24,0,1,6,9,10,0,0,1,0,11
15,28.2600002288818,0,7,5,2,14,14,0,0,1,1,5,4,3,0,0,0,0,41,0,1,6,10,5,0,0,1,0,11
15,28.2600002288818,3,8,8,0,13,13,0,0,0,2,5,4,2,0,0,0,1,18,0,1,6,8,5,0,0,1,0,11
15,28.2600002288818,0,13,10,3,13,13,0,0,1,1,7,2,2,0,0,0,0,26,1,0,7,10,2,0,0,1,0,11
15,28.2600002288818,0,13,13,0,21,21,0,0,1,9,9,1,1,0,0,0,0,28,1,1,3,8,8,0,0,1,0,11
15,28.2600002288818,2,15,14,1,18,18,0,0,2,4,8,1,3,0,0,0,1,23,1,1,7,10,8,0,0,1,0,11
15,28.2600002288818,3,12,7,5,10,10,0,0,0,4,4,2,0,0,0,0,1,20,1,0,4,6,6,0,0,1,0,11
15,28.2600002288818,3,16,13,3,20,20,0,0,1,1,9,7,2,0,0,0,1,21,1,1,4,6,8,0,0,1,0,11
16,20,3,11,8,3,10,9,1,0,1,3,3,1,1,0,0,0,0,22,1,0,7,7,10,0,1,0,0,11
16,20,3,13,9,4,25,25,0,0,0,1,14,7,3,0,0,0,1,26,1,1,7,6,7,0,1,0,0,11
16,20,3,14,12,2,23,19,3,1,0,6,5,5,3,0,0,0,1,21,1,1,8,7,7,0,1,0,0,11
16,20,3,6,4,2,31,29,2,0,1,7,12,6,3,0,0,0,1,28,0,1,3,10,4,0,1,0,0,11
16,20,3,9,9,0,19,17,2,0,1,4,4,5,3,0,0,0,0,21,1,1,1,9,10,0,1,0,0,11
16,20,3,15,15,0,32,32,0,0,4,7,11,7,2,0,1,0,1,27,0,1,8,8,6,0,1,0,0,11
16,20,2,12,11,1,17,12,5,0,0,2,5,1,3,1,0,0,1,26,1,1,10,10,5,0,1,0,0,11
16,20,3,10,7,3,28,28,0,0,2,6,12,7,1,0,0,0,0,34,0,1,8,10,8,0,1,0,0,11
16,20,3,6,6,0,18,18,0,0,2,6,8,2,0,0,0,0,0,20,1,1,1,7,8,0,1,0,0,11
16,20,2,20,15,5,28,28,0,0,1,5,7,13,1,0,1,0,0,19,1,1,6,6,5,0,1,0,0,11
16,20,2,10,9,1,26,26,0,0,2,8,9,4,2,1,0,0,1,27,1,1,3,7,10,0,1,0,0,11
16,20,3,20,16,4,15,15,0,0,1,1,5,5,1,1,1,0,1,28,0,1,6,4,3,0,1,0,0,11
16,20,3,12,11,1,25,25,0,0,0,6,14,3,2,0,0,0,1,30,0,1,7,8,7,0,1,0,0,11
16,20,0,12,6,6,16,12,4,0,1,4,5,1,1,0,0,0,0,30,0,0,10,5,5,0,1,0,0,11
16,20,0,7,4,3,6,6,0,0,0,2,1,1,1,0,1,0,1,52,0,1,8,7,10,0,1,0,0,11
16,20,2,4,3,1,17,17,0,0,1,5,7,2,2,0,0,0,1,26,0,1,1,9,10,0,1,0,0,11
16,20,3,11,7,4,16,15,1,0,0,3,4,3,4,1,0,0,1,20,0,1,4,8,7,0,1,0,0,11
16,20,1,7,6,1,10,10,0,0,0,0,3,4,3,0,0,0,0,25,0,0,2,4,7,0,1,0,0,11
16,20,0,7,6,1,11,11,0,0,0,6,4,1,0,0,0,0,1,55,NA,1,8,10,5,0,1,0,0,11
16,20,1,8,7,1,10,10,0,0,0,1,4,4,1,0,0,0,0,22,0,0,6,7,8,0,1,0,0,11
16,20,2,6,5,1,12,12,0,0,0,1,5,2,3,0,1,0,0,27,0,1,3,4,5,0,1,0,0,11
17,24.4799995422363,3,18,16,2,28,28,0,0,0,7,12,7,2,0,0,0,1,26,0,1,6,6,5,0,1,0,0,11
17,24.4799995422363,3,6,6,0,8,8,0,0,0,2,3,2,0,0,1,0,1,21,1,1,9,9,9,0,1,0,0,11
17,24.4799995422363,3,15,13,2,18,18,0,0,3,4,8,3,0,0,0,0,1,37,0,1,7,6,8,0,1,0,0,11
17,24.4799995422363,3,10,8,2,28,27,1,0,0,13,9,4,1,0,0,0,0,21,0,1,7,8,8,0,1,0,0,11
17,24.4799995422363,3,11,8,3,29,28,1,0,0,6,16,4,1,0,1,0,1,22,0,0,6,7,10,0,1,0,0,11
17,24.4799995422363,1,11,9,2,31,31,0,0,0,12,10,6,2,0,1,0,0,21,0,1,3,10,7,0,1,0,0,11
17,24.4799995422363,0,5,5,0,21,21,0,0,0,2,9,5,3,1,1,0,0,29,0,1,1,10,5,0,1,0,0,11
17,24.4799995422363,2,13,13,0,21,21,0,0,2,11,7,1,0,0,0,0,1,22,1,1,3,7,5,0,1,0,0,11
17,24.4799995422363,3,18,15,3,15,15,0,0,0,6,3,1,5,0,0,0,1,24,1,0,10,5,10,0,1,0,0,11
17,24.4799995422363,3,10,9,1,28,28,0,0,1,8,13,4,2,0,0,0,0,19,0,1,6,7,5,0,1,0,0,11
